"序号","代码","名称","最新价","涨跌幅","成交额","今开","市盈率(静)","总市值","流通市值","5日涨跌幅","10日涨跌幅","20日涨跌幅","60日涨跌幅","120日涨跌幅","250日涨跌幅","年初至今涨跌幅","所属行业","昨收","最高","最低"
"1318","COM","Direxion Auspice Broad Commodity Strategy ETF","33.755","0.70%","2540413","33.560","-","408435500","408435500","1.79%","0.13%","0.83%","15.40%","15.66%","33.37%","17.42%","-","33.520","33.790","33.560"
"1319","AEYE","AudioEye","5.740","0.70%","77917","5.800","亏损","65651158.16","30648557.8","-16.08%","-11.83%","3.99%","-13.94%","-43.28%","-77.41%","-18.23%","软件 - 应用","5.700","5.834","5.590"
"1320","MMS","马克西姆斯服务","74.960","0.70%","26787864","74.400","16.051","4641680391.12","4602488904.4","0.63%","-0.54%","2.66%","-2.48%","-11.15%","-19.11%","-5.56%","专业商业服务","74.440","75.630","74.400"
"1321","CARE","Carter Bankshares","17.380","0.70%","1544296","17.350","14.605","440721935.72","421180211.32","-0.23%","0.81%","8.22%","8.69%","18.15%","33.49%","12.93%","银行-区域","17.260","17.480","17.150"
"1322","BDX","碧迪医疗","275.420","0.69%","385427774","274.070","40.207","78431650027.34","78207519015.16","4.92%","6.33%","11.00%","8.22%","19.29%","14.62%","12.71%","医疗器械及用品","273.520","277.290","274.010"
"1323","ULTA","Ulta美容","401.550","0.69%","206444447","397.210","22.333","21012012457.65","20725202559.3","3.43%","1.64%","8.97%","4.53%","-1.18%","22.03%","-2.62%","专业零售","398.780","406.000","395.550"
"1324","HZNP","Horizon Therapeutics","113.170","0.69%","175570265","112.770","49.854","25937747931.13","25636442199.24","5.62%","3.46%","12.32%","20.93%","0.19%","23.75%","5.02%","药品制造商-通用","112.390","114.350","111.220"
"1325","PRG","PROG Holdings","27.560","0.69%","18288410","27.380","7.509","1520153212.24","1502017106.2","-5.06%","-4.64%","-0.22%","-37.45%","-37.79%","-36.63%","-38.90%","租赁服务","27.370","28.230","26.740"
"1326","PCRX","Pacira BioSciences","81.640","0.69%","58659468","80.990","88.739","3661368513.92","3567465777.72","4.81%","6.73%","14.99%","33.79%","53.81%","17.59%","35.68%","药品制造商-专业和非专利","81.080","82.160","80.510"
"1327","VNRX","VolitionRX","2.920","0.69%","44093","2.890","亏损","157023762.12","102439183.04","-4.26%","-2.99%","14.06%","-4.89%","-14.37%","-11.78%","-7.01%","诊断与研究","2.900","2.948","2.850"
"1328","WKSP","Worksport","2.920","0.69%","316414","2.920","亏损","49526835.4","37525524.44","11.03%","25.87%","32.64%","15.42%","-50.84%","-36.52%","20.66%","汽车零件","2.900","3.050","2.890"
"1329","CEQP","Crestwood Equity","30.750","0.69%","15454934","30.590","亏损","3012825775.5","1765314542.25","2.53%","-0.10%","1.55%","3.84%","7.89%","21.00%","14.00%","油气中流","30.540","30.850","30.330"
"1330","WBA","沃尔格林-联合博姿","45.420","0.69%","280099204","45.180","15.501","39232590734.88","33465351034.38","3.56%","-3.61%","-4.26%","-14.90%","-4.29%","-13.38%","-12.04%","医药零售商","45.110","45.795","44.750"
"1331","SITC","SITE Centers","16.110","0.69%","32791520","15.960","31.588","3444761025","2885410515.78","-4.45%","-0.49%","1.07%","2.53%","-2.47%","20.78%","2.60%","-","16.000","16.275","15.960"
"1332","CPB","金宝汤","45.470","0.69%","75618020","45.310","13.820","13718458690.64","8787816296.56","1.77%","2.96%","8.72%","1.41%","13.16%","-2.92%","6.39%","包装食品","45.160","45.535","45.020"
"1333","EPD","Enterprise Products","26.400","0.69%","116732972","26.330","12.571","57456421096.8","37739243018.4","2.09%","3.65%","4.68%","11.77%","11.65%","23.24%","22.56%","油气中流","26.220","26.510","26.100"
"1334","IBP","Installed Building Products","77.710","0.69%","25697490","77.380","19.379","2585540620.89","1860497151.11","-9.49%","-10.22%","-20.90%","-35.69%","-29.94%","-36.26%","-43.69%","建筑产品和设备","77.180","79.860","76.540"
"1335","ING","荷兰国际集团","10.280","0.69%","54079532","10.180","6.129","40133791325.12","38814220219.68","-2.84%","-0.87%","9.95%","-33.07%","-31.74%","-14.33%","-26.15%","银行-综合性","10.210","10.385","10.164"
"1336","HOWL","Werewolf Therapeutics","5.880","0.68%","7004508","5.420","亏损","162603585.48","47963765.64","30.67%","50.77%","15.29%","-34.59%","-63.82%","-63.25%","-50.63%","生物技术","5.840","6.080","4.600"
"1337","RC","Ready Capital","14.740","0.68%","8690286","14.650","6.792","1689740079.06","1474612034.28","-3.22%","-4.09%","-1.47%","-0.83%","1.71%","17.79%","-3.11%","REIT- 抵押","14.640","14.880","14.590"
"1338","NRZ","New Residential Investment","10.320","0.68%","40573832","10.250","6.834","4816945305.12","4794908606.64","-4.80%","-2.67%","3.03%","-5.96%","-4.71%","8.47%","-1.40%","REIT- 抵押","10.250","10.420","10.150"
"1339","WDIV","SPDR Global Dividend ETF","67.769","0.68%","463016","67.491","-","284631480","284631480","-0.36%","0.00%","4.37%","-0.98%","2.41%","5.04%","2.82%","-","67.310","67.968","67.491"
"1340","PCH","PotlatchDeltic Corp.","51.740","0.68%","15484650","51.400","8.265","3589294603.7","3352151091.64","-3.13%","-2.60%","-5.67%","-10.83%","4.42%","-3.17%","-13.39%","REIT-专业","51.390","52.370","51.070"
"1341","VFVA","Vanguard U.S. Value Factor ETF","105.020","0.68%","1755582","104.330","-","619618000","619618000","-1.97%","-3.65%","1.92%","-3.36%","3.26%","11.21%","0.36%","-","104.310","105.670","104.330"
"1342","BNTX","BioNTech","170.260","0.68%","151784841","167.540","3.850","42021497390.08","14715264991.48","-4.77%","5.69%","25.52%","-22.91%","-34.79%","28.40%","-33.96%","生物技术","169.110","173.620","167.370"
"1343","VOE","领航中型股价值ETF","149.600","0.68%","46748488","148.830","-","16919760000","16919760000","-0.50%","-0.55%","5.64%","-1.47%","3.94%","10.72%","-0.03%","-","148.590","150.220","148.445"
"1344","OCSL","Oaktree Specialty Lending","7.440","0.68%","4521063","7.390","5.095","1342686629.52","810811497.6","-0.53%","0.68%","4.06%","-1.85%","5.67%","22.77%","1.96%","信贷服务","7.390","7.450","7.380"
"1345","GXG","Global X FTSE Colombia 20 ETF","34.650","0.67%","128099","34.580","-","41580000","41580000","-0.40%","0.66%","6.22%","17.14%","12.85%","21.78%","23.66%","-","34.418","34.700","34.390"
"1346","ORAN","法国电信公司","11.990","0.67%","5549387","11.930","3996.666","31867286967.01","22888910000","0.00%","0.84%","5.36%","7.25%","12.27%","5.84%","13.65%","电信业务","11.910","12.055","11.930"
"1347","HDV","iShares安硕核心高股息ETF","109.420","0.67%","129964852","108.680","-","9256932000","9256932000","1.67%","1.96%","5.83%","6.46%","15.77%","18.46%","9.14%","-","108.690","109.730","108.670"
"1348","HUN","亨斯迈","34.550","0.67%","72775467","34.600","7.319","7411879104.4","6354254819.8","-8.14%","-3.97%","-8.57%","-7.40%","7.94%","23.04%","-0.39%","化学品","34.320","34.940","34.120"
"1349","PEG","公务集团","72.090","0.67%","256886189","71.960","亏损","36194798334.15","36194798334.15","1.45%","5.53%","9.69%","10.05%","18.67%","18.54%","8.91%","公用事业-综合性","71.610","72.300","70.965"
"1350","ARGT","Global X MSCI阿根廷ETF","35.718","0.67%","205116","35.510","-","35717500","35717500","-1.63%","1.21%","10.61%","16.70%","6.05%","21.76%","14.30%","-","35.480","35.780","35.510"
"1351","FRBK","共和国第一万通金控","4.530","0.67%","765552","4.550","13.727","266796628.59","180959977.95","-7.74%","-15.80%","-12.72%","17.36%","54.61%","21.12%","21.77%","银行-区域","4.500","4.630","4.500"
"1352","PSCC","Invesco S&P SmallCap Consumer Staples ETF","103.510","0.67%","115389","103.420","-","51755000","51755000","0.05%","3.47%","9.66%","-3.56%","2.89%","3.42%","-6.34%","-","102.825","103.902","103.420"
"1353","HBM","Hudbay Minerals","7.580","0.66%","5122312","7.510","亏损","1982941522.72","1357337865.6","-4.77%","-5.49%","-10.08%","-7.24%","2.39%","-3.71%","4.65%","铜","7.530","7.645","7.480"
"1354","IGF","iShares安硕全球基础设施ETF","51.580","0.66%","5275070","51.270","-","3486808000","3486808000","0.53%","2.61%","8.89%","7.03%","9.94%","14.71%","8.38%","-","51.240","51.640","51.220"
"1355","DBVT","DBV Technologies","1.520","0.66%","14835","1.510","亏损","167491116.48","116725968","-4.40%","-3.80%","10.14%","-8.98%","-71.21%","-76.43%","-5.00%","生物技术","1.510","1.539","1.470"
"1356","BMY","施贵宝","77.770","0.66%","1734633223","76.820","24.926","165277000524.79","164667280925.07","5.35%","6.91%","13.76%","20.86%","38.80%","25.79%","26.75%","药品制造商-通用","77.260","78.055","76.760"
"1357","ACTG","阿卡西亚","4.580","0.66%","980873","4.530","2.397","212854048.14","208006003.64","-2.35%","16.84%","29.75%","-5.95%","-16.73%","-22.64%","-10.72%","专业商业服务","4.550","4.620","4.410"
"1358","CUTR","古特拉","65.620","0.66%","14188227","65.380","596.545","1185114326.82","869849861.3","-9.25%","19.46%","55.17%","76.64%","55.98%","113.19%","58.81%","医疗设备","65.190","65.860","64.250"
"1359","SCHY","SCHWAB INTERNATIONAL DIVIDEND EQUITY ETF","25.940","0.66%","2491578","25.820","-","329438000","329438000","0.15%","0.50%","5.36%","-1.11%","4.19%","4.56%","1.09%","-","25.770","26.005","25.800"
"1360","GBUG","BARCLAYS BANK PLC IPATH GOLD ETN GBL MEDIUM TERM NT USD A","31.680","0.66%","16763","31.520","-","41184000","41184000","1.09%","-0.52%","-2.49%","6.54%","10.20%","11.66%","6.43%","-","31.473","31.700","31.520"
"1361","ZEV","Lightning eMotors","4.590","0.66%","2625968","4.510","亏损","344953183.41","133800225.84","-17.30%","-21.54%","-13.23%","-29.60%","-41.83%","-54.37%","-23.63%","农重工程机械","4.560","4.600","4.360"
"1362","CINF","辛辛纳提金融","137.890","0.66%","74322838","137.660","7.618","22122905304.66","21422018845.95","-0.13%","0.73%","13.92%","16.61%","19.17%","32.89%","21.67%","保险-财产和意外伤害","136.990","138.125","136.230"
"1363","WEC","威州能源","104.490","0.66%","144667902","104.240","25.423","32959754144.19","32889835601.1","3.32%","6.55%","11.33%","10.06%","19.46%","14.53%","8.50%","公用事业-受管制的电力","103.810","105.170","103.790"
"1364","ELD","智慧树新兴市场地方债务基金","27.630","0.66%","592742","27.590","-","107757000","107757000","-1.25%","-0.18%","1.89%","-7.13%","-9.72%","-11.17%","-6.69%","-","27.450","27.850","27.270"
"1365","HOLX","豪洛捷","79.990","0.65%","132531109","79.750","11.094","19996229438.84","19837001664.8","3.98%","5.18%","15.19%","10.88%","14.24%","6.64%","4.48%","医疗器械及用品","79.470","80.490","78.880"
"1366","SJB","ProShares做空高收益","18.470","0.65%","6261102","18.400","-","179159000","179159000","2.04%","0.71%","0.11%","5.36%","4.29%","0.48%","6.02%","-","18.350","18.480","18.355"
"1367","SGTX","Sigilon Therapeutics","1.550","0.65%","145948","1.560","亏损","50159128.4","23206181.5","4.73%","4.73%","18.32%","-32.31%","-72.81%","-92.20%","-43.84%","生物技术","1.540","1.617","1.500"
"1368","MVO","MV Oil Trust","11.635","0.65%","1402759","11.570","-","133802500","133802500","-3.28%","-4.79%","-3.68%","19.33%","54.65%","154.83%","37.31%","油气E&P","11.560","11.840","11.570"
"1369","KRBN","KraneShares全球碳策略ETF","48.160","0.65%","7656057","48.000","-","1411088000","1411088000","1.88%","4.40%","7.43%","-3.78%","22.50%","63.64%","-5.38%","-","47.850","48.180","47.950"
"1370","SF","Stifel Financial","63.840","0.65%","44108829","63.410","9.585","6793902339.84","6321426904.8","-5.10%","-10.31%","-0.06%","-13.94%","-14.55%","-5.86%","-8.98%","资本市场","63.430","64.950","63.310"
"1371","SAMG","Silvercrest Asset Management","20.230","0.65%","1249340","20.110","13.309","292582201.24","291338177.62","0.05%","-7.67%","12.45%","19.94%","31.63%","40.73%","18.96%","资产管理","20.100","20.430","19.866"
"1372","AM","Antero Midstream","10.900","0.65%","27177399","10.830","15.797","5206741975","3404823713.2","0.00%","-5.13%","6.86%","6.21%","0.19%","37.80%","15.21%","油气中流","10.830","10.950","10.755"
"1373","BJ","BJ批发俱乐部","70.080","0.65%","115501974","70.000","22.679","9481088440.32","9320640000","3.62%","9.30%","14.85%","8.48%","20.06%","57.59%","4.64%","折扣店","69.630","71.000","69.610"
"1374","BCIM","ABERDEEN BLOOMBERG INDUSTRIAL METALS STRATEGY K-1 FREE ETF","31.856","0.65%","68555","31.710","-","41412280","41412280","-0.23%","-2.62%","-10.05%","19.84%","16.79%","28.70%","23.54%","-","31.651","31.910","31.710"
"1375","TWIN","双环","15.600","0.65%","358211","15.500","亏损","213129898.8","137235212.4","-5.60%","-11.36%","6.56%","23.81%","40.41%","53.09%","42.34%","专业工业机械","15.500","15.910","14.680"
"1376","WMC","Western Asset Mortgage Capital Corp.","1.560","0.65%","551709","1.540","亏损","94192963.8","93166970.52","-7.14%","-10.26%","-8.20%","-29.01%","-36.10%","-45.46%","-24.29%","REIT- 抵押","1.550","1.590","1.530"
"1377","PIN","印度ETF-PowerShares","26.560","0.64%","260471","26.530","-","106240000","106240000","0.91%","3.23%","8.39%","-5.31%","-9.12%","14.10%","-0.71%","-","26.390","26.660","26.410"
"1378","PKW","PowerShares回购分配投资组合","90.731","0.64%","6967097","90.250","-","1442619720","1442619720","0.21%","-1.97%","3.65%","-6.21%","-3.36%","5.80%","-5.76%","-","90.150","91.240","90.175"
"1379","MLM","马丁-玛丽埃塔材料","371.970","0.64%","125426538","371.690","33.152","23208916758.21","21741560574.93","-3.40%","-5.58%","0.29%","-11.83%","-0.20%","7.80%","-15.43%","建筑材料","369.590","377.350","365.000"
"1380","RYF","Guggenheim S&P 500 Eq Weight Fincl ETF","62.700","0.64%","2329205","62.400","-","532950000","532950000","-1.34%","-3.79%","4.23%","-7.29%","-2.15%","10.06%","-2.19%","-","62.300","62.980","62.380"
"1381","RXL","ProShares Ultra卫生保健","110.315","0.64%","1762091","109.940","-","154441280","154441280","5.77%","9.21%","22.27%","6.68%","17.34%","33.97%","-1.36%","-","109.612","111.540","109.280"
"1382","YCS","日元ETF-ProShares两倍做空","96.770","0.64%","1095648","97.050","-","29031000","29031000","3.00%","3.52%","12.17%","17.78%","17.83%","28.75%","16.60%","-","96.154","97.070","96.600"
"1383","WRB","WR柏克利","67.700","0.64%","84237251","67.820","18.532","17953117316.7","14150985865.4","0.58%","2.61%","7.57%","18.93%","35.08%","31.19%","23.44%","保险-财产和意外伤害","67.270","68.163","67.320"
"1384","RHS","古根海姆标普500等权必需消费品ETF","175.480","0.64%","6590601","175.280","-","561536000","561536000","2.49%","4.78%","9.84%","2.73%","14.11%","12.82%","3.78%","-","174.365","176.190","174.650"
"1385","MX","MagnaChip Semiconductor","15.810","0.64%","5520543","15.630","13.066","709780226.85","659722731.33","-5.05%","-8.35%","-3.01%","-16.88%","-9.19%","-37.21%","-24.61%","半导体","15.710","15.950","15.510"
"1386","SGHC","Super Group","9.480","0.64%","1376252","9.350","287.272","4647071996.64","2120972221.56","-10.65%","-5.29%","12.99%","-4.53%","-5.39%","-4.72%","-4.44%","博彩","9.420","9.640","9.260"
"1387","FENC","Fennec Pharmaceuticals","6.330","0.64%","218700","6.220","亏损","164665575.27","136114027.98","7.29%","6.75%","15.72%","33.40%","-27.57%","-1.86%","43.86%","生物技术","6.290","6.550","6.002"
"1388","TOLZ","ProShares DJ Brookfield Global Infrastructure ETF","50.780","0.63%","1866609","50.885","-","157418000","157418000","0.88%","3.42%","8.28%","6.92%","10.01%","18.45%","6.64%","-","50.460","50.970","50.770"
"1389","HBI","哈尼斯品牌服装","14.300","0.63%","51119515","14.330","65.000","4985691525.1","4941340947.4","-3.64%","-6.11%","-7.74%","-13.27%","-13.48%","-26.36%","-13.63%","服装制造","14.210","14.480","14.100"
"1390","DBP","Invesco DB Precious Metals Fund","51.841","0.63%","164669","51.925","-","134787120","134787120","0.86%","-1.18%","-2.92%","6.10%","8.84%","7.18%","5.78%","-","51.515","51.930","51.810"
"1391","MHO","MI 家居","41.440","0.63%","13947876","41.150","3.120","1179367067.2","1172733724.96","-6.96%","-9.74%","-14.82%","-27.44%","-31.27%","-31.39%","-33.35%","住宅建设","41.180","42.880","40.680"
"1392","LXU","LSB Industries","25.510","0.63%","43644001","26.480","亏损","2284781772.62","720762218.55","10.10%","9.30%","19.43%","133.61%","181.26%","475.75%","130.86%","化学品","25.350","27.240","24.110"
"1393","MGV","Vanguard Mega Cap Value ETF","108.690","0.63%","21842342","108.110","-","5521452000","5521452000","0.98%","0.08%","6.10%","-0.03%","8.43%","14.94%","2.27%","-","108.010","109.060","108.000"
"1394","PBFX","PBF Logistics","14.390","0.63%","1130283","14.450","5.897","900783133.45","354153441.2","2.20%","1.91%","5.42%","15.68%","6.46%","8.76%","30.12%","油气中流","14.300","14.492","14.310"
"1395","BSEA","ETFMG BREAKWAVE SEA DECARBONIZATION TECH ETF","25.037","0.63%","0","24.440","-","2503740","2503740","-0.81%","0.13%","5.07%","1.49%","-5.99%","-0.37%","-1.12%","-","24.881","0.000","0.000"
"1396","BCBP","BCB银行","17.610","0.63%","660410","17.420","9.171","299097714.18","248516599.23","-3.24%","-4.96%","-1.62%","11.11%","20.82%","35.95%","15.22%","银行-区域","17.500","17.780","17.420"
"1397","GDOT","Green Dot","27.270","0.63%","11134329","27.180","32.082","1498487536.26","1284170479.2","-1.98%","-1.69%","8.73%","-22.22%","-37.41%","-39.99%","-24.75%","信贷服务","27.100","27.400","26.620"
"1398","GLD","SPDR黄金ETF","181.470","0.63%","1931967876","180.520","-","68069397000","68069397000","1.10%","-0.50%","-1.96%","6.28%","10.04%","11.52%","6.15%","-","180.340","181.820","180.520"
"1399","PICK","iShares安硕MSCI全球金属与矿业","51.370","0.63%","50639719","51.050","-","1756854000","1756854000","-2.15%","-0.75%","6.93%","10.93%","20.62%","22.35%","20.53%","-","51.050","51.620","51.050"
"1400","DHI","霍顿房屋","70.830","0.63%","316344886","70.290","6.207","25099188826.95","24973077641.04","-7.02%","-8.91%","-12.51%","-28.57%","-19.51%","-23.01%","-34.51%","住宅建设","70.390","72.680","69.600"
"1401","K","家乐氏","67.560","0.63%","140651373","67.500","15.602","23083554419.88","18861074214.96","2.97%","7.55%","12.88%","2.69%","11.89%","11.93%","5.81%","包装食品","67.140","67.840","66.310"
"1402","HPE","慧与科技","16.100","0.63%","144319991","16.020","6.240","20932185414","20684590195.5","-1.17%","-8.21%","-2.72%","-5.43%","8.17%","5.24%","2.85%","通信设备","16.000","16.295","15.840"
"1403","LWLG","Lightwave Logic","9.670","0.62%","5506027","9.590","亏损","1073165827.62","1067984960.73","-3.49%","4.54%","10.14%","-21.13%","6.38%","502.49%","-35.01%","特种化学品","9.610","9.911","9.350"
"1404","FBP","第一银行","12.910","0.62%","26501888","12.810","9.854","2565228244.61","2500150432.17","-2.86%","-3.66%","1.33%","-17.75%","-3.23%","13.34%","-5.63%","银行-区域","12.830","13.095","12.715"
"1405","DBB","PowerShares德银基本金属基金","25.830","0.62%","6319504","25.780","-","689661000","689661000","-1.00%","-0.62%","2.95%","13.14%","9.40%","34.32%","16.04%","-","25.670","25.933","25.710"
"1406","PPH","VanEck Vectors制药ETF","83.960","0.62%","30824562","83.590","-","403008000","403008000","4.92%","6.20%","12.32%","8.66%","17.02%","25.28%","9.71%","-","83.440","84.270","83.250"
"1407","AVNW","阿维亚网络","29.060","0.62%","1919265","29.895","3.084","325509661.76","286673645.28","-3.13%","0.24%","8.15%","-8.99%","-4.66%","-12.58%","-9.41%","通信设备","28.880","29.895","28.540"
"1408","CSBR","Champions Oncology","8.100","0.62%","6984","8.180","405.000","109531772.1","41098209.3","-1.94%","-4.71%","0.75%","2.21%","-19.80%","-29.75%","-3.11%","生物技术","8.050","8.180","7.960"
"1409","IAC","IAC/InterActiveCorp","101.990","0.62%","39272187","101.170","16.163","9154920822.74","8100616944","0.75%","0.53%","3.76%","-26.32%","-30.85%","-58.97%","-21.97%","互联网内容与信息","101.360","103.135","100.420"
"1410","VLUE","iShares安硕MSCI美元价值因素","103.740","0.62%","94814678","102.900","-","12656280000","12656280000","-0.68%","-2.60%","3.24%","-8.40%","1.45%","2.37%","-4.57%","-","103.100","104.260","102.870"
"1411","HLLY","Holley","12.970","0.62%","2915572","12.970","亏损","1530371012.83","557277722.87","-7.36%","-2.92%","-9.36%","2.69%","16.32%","30.61%","-0.15%","汽车零件","12.890","13.060","12.220"
"1412","RCI","罗杰斯通信","58.490","0.62%","14956236","58.460","24.119","29533081849.82","20265418088.7","2.38%","7.05%","8.56%","19.79%","21.96%","24.74%","23.71%","电信业务","58.130","58.860","58.080"
"1413","INDY","iShares安硕印度50 ETF","47.180","0.62%","2546956","47.180","-","674674000","674674000","0.45%","3.08%","8.34%","-6.31%","-5.78%","16.60%","-0.27%","-","46.890","47.380","47.110"
"1414","CAF","摩根史坦利中国A股指数基金","16.270","0.62%","85058","16.260","亏损","356011435.55","356011435.55","-2.75%","-0.18%","-1.48%","-20.48%","-19.65%","-24.72%","-20.28%","资产管理","16.170","16.410","16.250"
"1415","HDEF","Xtrackers MSCI EAFE High Dividend Yield Hedged Equity ETF","24.450","0.62%","2898269","24.340","-","973110000","973110000","0.10%","1.37%","7.58%","0.36%","7.45%","5.62%","4.40%","-","24.300","24.510","24.280"
"1416","XLB","SPDR原物料类ETF","88.480","0.61%","456522506","88.450","-","7892416000","7892416000","-0.67%","-0.91%","8.53%","-1.62%","6.16%","11.58%","-2.00%","-","87.940","89.060","87.990"
"1417","KO","可口可乐","63.830","0.61%","809971506","63.480","28.368","276733261249.64","247824105566.96","1.53%","3.74%","11.05%","6.24%","20.17%","23.96%","8.63%","饮料-不含酒精","63.440","64.040","63.160"
"1418","DGL","PowerShares DB黄金基金","55.342","0.61%","263866","55.060","-","83012550","83012550","1.07%","-0.68%","-2.27%","5.92%","9.37%","10.38%","5.70%","-","55.004","55.370","55.060"
"1419","IFN","印度基金","19.670","0.61%","914769","19.590","5.330","529212990.25","529212990.25","0.31%","3.74%","7.80%","-8.72%","-9.25%","4.92%","-4.00%","资产管理","19.550","19.730","19.590"
"1420","IWX","iShares Russell Top 200 Value ETF","70.470","0.61%","11689106","70.130","-","1317789000","1317789000","0.77%","0.20%","6.15%","-1.08%","5.11%","10.55%","1.03%","-","70.040","70.730","70.060"
"1421","FCPT","Four Corners Property Trust","27.860","0.61%","23563643","27.690","25.099","2238933740.68","2214088164.82","0.61%","6.27%","4.46%","0.87%","-0.27%","3.99%","-4.10%","-","27.690","28.020","27.560"
"1422","HCIC","Hennessy Capital Investment Corp V","9.860","0.61%","238155","9.800","328.666","425212500","295786462.22","0.61%","0.61%","0.82%","1.02%","-0.30%","0.00%","1.23%","空壳公司","9.800","9.860","9.800"
"1423","NSA","National Storage Affiliates Trust","64.150","0.61%","43011760","63.770","65.459","5862947616.65","5413232894.35","-0.36%","4.72%","7.85%","-2.50%","9.48%","56.41%","-6.52%","REIT-工业","63.760","64.340","63.340"
"1424","PNM","PNM Resources","47.850","0.61%","30345891","47.620","21.079","4107198720.9","4061193194.85","0.19%","2.07%","4.66%","5.17%","-2.28%","-0.51%","5.72%","公用事业-受管制的电力","47.560","48.000","47.560"
"1425","CECE","CECO环保","4.960","0.61%","395154","4.910","124.000","173836155.52","125706572.32","-9.16%","-13.59%","-8.15%","-19.35%","-28.74%","-36.82%","-20.39%","污染和处理控制","4.930","5.070","4.860"
"1426","CPRT","科帕特","125.640","0.61%","156224289","124.610","32.215","29800358240.04","26798561454.96","-0.03%","-0.47%","8.76%","-10.69%","-14.92%","5.61%","-17.13%","汽车和卡车经销商","124.880","127.375","123.470"
"1427","AROW","箭牌金融","31.390","0.61%","717650","31.240","10.125","502258206.2","484797707.04","-2.70%","-5.91%","-7.70%","-11.24%","-10.44%","-4.73%","-10.21%","银行-区域","31.200","32.097","31.170"
"1428","SDS","ProShares两倍做空标普500 ETF","38.120","0.61%","295912270","38.050","-","758588000","758588000","2.34%","2.09%","-13.15%","6.33%","-6.11%","-23.45%","7.99%","-","37.890","38.380","37.593"
"1429","LOPX","DIREXION LOW PRICED STOCK ETF","7.499","0.61%","26260","7.440","-","4499400","4499400","-4.06%","-4.02%","5.16%","-1.20%","-20.43%","-22.85%","-1.13%","-","7.454","7.535","7.430"
"1430","ACOR","阿索尔达生物","1.660","0.61%","49935","1.670","亏损","21995491.36","20518227.48","3.11%","-4.60%","-7.78%","-30.54%","-64.30%","-59.51%","-30.54%","药品制造商-专业和非专利","1.650","1.690","1.600"
"1431","AVPT","AvePoint","4.990","0.60%","6456449","4.970","亏损","911184409.14","538276759.06","-6.73%","-7.76%","-6.20%","-22.15%","-41.29%","-55.25%","-20.67%","软件-基础设施","4.960","5.120","4.880"
"1432","GIS","通用磨坊","70.170","0.60%","283244642","69.940","18.563","42257218215.27","42242340000","2.67%","4.89%","13.52%","3.45%","15.76%","19.49%","5.70%","包装食品","69.750","70.430","69.350"
"1433","BPOP","大众银行","80.150","0.60%","41381831","80.050","6.993","6130697705.3","6015063857.6","-0.99%","-5.11%","-0.59%","-13.15%","1.83%","13.10%","-1.64%","银行-区域","79.670","81.180","79.540"
"1434","UTZ","Utz Brands","15.020","0.60%","8790722","15.000","60.080","2055199111.66","929758922.86","-2.97%","4.16%","-0.07%","-12.73%","-4.32%","-41.08%","-5.83%","包装食品","14.930","15.380","14.870"
"1435","F","福特汽车","15.050","0.60%","1137984960","14.940","3.382","60263925657.6","58863778556.1","-9.61%","-8.62%","-6.17%","-38.18%","-2.29%","24.21%","-27.17%","汽车制造商","14.960","15.440","14.810"
"1436","SEIC","SEI Investments","58.540","0.60%","23129097","58.560","15.364","8099246145.54","6635890271.02","-4.32%","-3.22%","4.95%","-7.71%","-4.22%","-5.19%","-3.94%","资产管理","58.190","58.940","57.680"
"1437","HE","夏威夷电力实业","43.500","0.60%","16895293","43.470","19.333","4760263551","4700641276.5","0.28%","4.95%","4.52%","4.67%","7.63%","6.06%","5.73%","公用事业-综合性","43.240","43.890","43.120"
"1438","PFBC","保富银行","70.360","0.60%","5779002","70.280","10.976","1041353611.04","961179727.88","-2.97%","-8.59%","-5.81%","-10.79%","3.86%","6.71%","-0.84%","银行-区域","69.940","70.480","69.200"
"1439","LDEM","ISHARES ESG MSCI EM LEADERS ETF","53.660","0.60%","743895","53.810","-","69758000","69758000","-2.75%","-0.01%","7.11%","-11.29%","-13.92%","-13.81%","-6.79%","-","53.340","53.879","53.660"
"1440","XLV","医疗保健精选行业指数ETF-SPDR","142.830","0.60%","2725052462","141.990","-","39749589000","39749589000","3.45%","4.81%","11.14%","5.03%","13.19%","22.29%","1.68%","-","141.980","143.420","141.780"
"1441","RLGY","Realogy Holdings","13.440","0.60%","19378738","13.410","4.715","1587508070.4","1527382281.6","-13.51%","-15.42%","-13.23%","-21.59%","-32.80%","-13.74%","-20.05%","房地产服务","13.360","13.570","12.950"
"1442","SAN","桑坦德银行","3.370","0.60%","10679138","3.350","6.962","56630670290.74","56067884755.99","-3.16%","-0.59%","9.77%","-6.39%","-11.86%","-0.04%","2.43%","银行-综合性","3.350","3.390","3.350"
"1443","COOP","Mr. Cooper Group","40.420","0.60%","65948915","40.530","2.445","2982062298","2890709258.1","-11.13%","-14.13%","-14.73%","-6.31%","-5.76%","23.76%","-2.86%","抵押融资","40.180","40.640","39.110"
"1444","BKU","BankUnited","42.160","0.60%","52444432","42.140","9.327","3569875064.96","3536790300.08","-3.92%","-5.87%","1.20%","-7.64%","0.70%","-2.84%","0.15%","银行-区域","41.910","42.920","41.990"
"1445","JJP","iPath Series B Bloomberg Precious Metals Subindex TR ETN","67.494","0.60%","10172","67.494","-","6749380","6749380","0.90%","-1.21%","-3.01%","6.36%","9.02%","7.47%","6.03%","-","67.094","67.494","67.494"
